mode,token_id,fills,equity_final_usd,spread_capture_mean_cents,markout_mean_cents
skew_off,112680630004798425069810935278212000865453267506345451433803052322987302357330,0,0.0,,
skew_off,113257680533063586788985346494216055424581457988687762525815116425152066513696,0,0.0,,
skew_off,113265059897956746691843122168656761655221736394810246476379385708691102755798,0,0.0,,
skew_off,113505976183184081887469552604570721227802596386749270798093363567289365382437,0,0.0,,
skew_off,113719013651010685820268698249815148947462000109543387453880861662662874723364,0,0.0,,
skew_off,114423403729258777359504929942890771536329559486526860556796374176881874914899,0,0.0,,
skew_off,115428153746996892211798999366308897078723117634059783423375188043903703749062,0,0.0,,
skew_off,12316260208634619024419998059635392728148300786908961876402342801675280384721,0,0.0,,
skew_off,12636035070565821048178968461063687179393834041535317885287743395873720755118,3,-0.24,0.9,-1.05
skew_off,13087547955543223651509733304346768461677455960394532927963165254525635891443,0,0.0,,
skew_off,13894524895366006997415301184483786855853683638290113202814526270024185311964,0,0.0,,
skew_off,15540133404064485946536607974212890170021691204987131841181394872998839987451,0,0.0,,
skew_off,15941169207766483447414689399123153340714132932920187738030167528134553690538,0,0.0,,
skew_off,16201530957950630406397949502319734794139620443510795733205872225099141120819,0,0.0,,
skew_off,17516427576383382756368467656206258206490015951115433065318503962238754362428,0,0.0,,
skew_off,1770840559776249239623005379825945674336282130390798724203946923853499387834,1,-0.55,0.6,-0.6
skew_off,18054759644013870900749170809345467324611742242067616964612696305379357034954,0,0.0,,
skew_off,19191431700219756120210071216683095063826133294481986341917782117436407863597,0,0.0,,
skew_off,19291692040378529618917910599727571242305935029274321291612270922648172794670,0,0.0,,
skew_off,20082609240124810914902170737072611647290235505634419666485573277519609540712,0,0.0,,
skew_off,21535790826107031647637278608541214833512506673813076643478849021006686457817,0,0.0,,
skew_off,21695138873211375451055566770107682325494206727818897067665810321709249824909,0,0.0,,
skew_off,22335540631248526397385139154377717431237265005174891396662761131414559126312,0,0.0,,
skew_off,22488814055465212843401871684243737932656687199587127613893702721105723939237,0,0.0,,
skew_off,22727676348515372003751667928661129938953357934816532759741382381194930135311,0,0.0,,
skew_off,24190172139151719888464365613630917939298945976649848437437048419002128267476,0,0.0,,
skew_off,24327803960645909378149041810697343640752122608192367041827900158592826352552,0,0.0,,
skew_off,24483563228660028121020430722896740519524131851526579619586176931221901842798,0,0.0,,
skew_off,25154489359138656189676305295740648019872226167505418084009121941823239444658,0,0.0,,
skew_off,25389055899102172935354466055454965931540722370421306725201557275070263171,0,0.0,,
skew_off,2539243778315573823923907482719197372899536309178051544334006233242009567404,0,0.0,,
skew_off,25648885101397690756283800036871749844131890020935661811158571426964687277506,0,0.0,,
skew_off,25714007960293389110960044475283546872601238755063051359394740854408462452120,9,-6.89,0.506,-0.2
skew_off,25869296386911654049715489068824757745174681288397238521780118949553760488529,0,0.0,,
skew_off,26608800110066527607246656145735191327716408714826934367635297922290688100618,0,0.0,,
skew_off,27828976648682466778776999076215423777766972981338264154049603024771135223200,0,0.0,,
skew_off,28557614648090529004584076028720900603196666949274543515794672175624115225556,0,0.0,,
skew_off,28896435178698960514118263445469746104354405285937252810253126742266982740239,0,0.0,,
skew_off,29809011696982220732063546542308622474802854943333188643218359463829709235487,0,0.0,,
skew_off,30480347120583372139084467958111617967991872806450711152133323106144105346695,0,0.0,,
skew_off,31239779091556707685216681559343622450417987997527657281659332570836878668226,0,0.0,,
skew_off,31245887148493356954433906893534790031462440711563090147585980471612498692234,0,0.0,,
skew_off,31627048520492227354616069874124458767757243686332730237616510640600462926383,0,0.0,,
skew_off,3192689304828767159232889612891719105504357313659012189260030438494464480574,11,2.19,1.055,0.1590909090909091
skew_off,31940783580344558651011323787577288681658737625185216525249046282994042503801,0,0.0,,
skew_off,32270411694523539495262303868629477861017829722282576458031815333486368239544,0,0.0,,
skew_off,334114555297655433618918589540388457186530884312703967834539640747792887116,0,0.0,,
skew_off,34554555827438551101000555305203609600029621153428996114009350892614396532498,0,0.0,,
skew_off,34626184950254225208692030156208941308358060420950772251072421141618169142241,0,0.0,,
skew_off,34722410608062854697106861099776685947172185964394483545370684749662285977831,0,0.0,,
skew_off,35052799380906612241653419359721988743807116588205346860506039024527003073301,0,0.0,,
